timestamp,cpu,mode,value
2026-03-21 22:41:32,0,iowait,0.0003333333333333262
2026-03-21 22:41:32,0,irq,0.0
2026-03-21 22:41:32,0,nice,0.0
2026-03-21 22:41:32,0,softirq,0.02466666666666697
2026-03-21 22:41:32,0,steal,0.0
2026-03-21 22:41:32,0,system,0.005333333333334167
2026-03-21 22:41:32,0,user,0.018999999999999774
2026-03-21 22:41:32,1,iowait,0.0006666666666666524
2026-03-21 22:41:32,1,irq,0.0
2026-03-21 22:41:32,1,nice,0.0
2026-03-21 22:41:32,1,softirq,0.012999999999999545
2026-03-21 22:41:32,1,steal,0.0
2026-03-21 22:41:32,1,system,0.005000000000000189
2026-03-21 22:41:32,1,user,0.018999999999999774
2026-03-21 22:41:32,2,iowait,0.0003333333333333262
2026-03-21 22:41:32,2,irq,0.0
2026-03-21 22:41:32,2,nice,0.0
2026-03-21 22:41:32,2,softirq,0.0053333333333332195
2026-03-21 22:41:32,2,steal,0.0
2026-03-21 22:41:32,2,system,0.007333333333333295
2026-03-21 22:41:32,2,user,0.019666666666667727
2026-03-21 22:41:32,3,iowait,0.0003333333333333262
2026-03-21 22:41:32,3,irq,0.0
2026-03-21 22:41:32,3,nice,0.0
2026-03-21 22:41:32,3,softirq,0.0023333333333335794
2026-03-21 22:41:32,3,steal,0.0
2026-03-21 22:41:32,3,system,0.005000000000000189
2026-03-21 22:41:32,3,user,0.018333333333331817
2026-03-21 22:41:32,4,iowait,0.0003333333333333262
2026-03-21 22:41:32,4,irq,0.0
2026-03-21 22:41:32,4,nice,0.0
2026-03-21 22:41:32,4,softirq,0.0013333333333333049
2026-03-21 22:41:32,4,steal,0.0
2026-03-21 22:41:32,4,system,0.006666666666666287
2026-03-21 22:41:32,4,user,0.016999999999999696
2026-03-21 22:41:32,5,iowait,0.005333333333333338
2026-03-21 22:41:32,5,irq,0.0
2026-03-21 22:41:32,5,nice,0.0
2026-03-21 22:41:32,5,softirq,0.0009999999999999194
2026-03-21 22:41:32,5,steal,0.0
2026-03-21 22:41:32,5,system,0.006666666666666287
2026-03-21 22:41:32,5,user,0.020333333333333786
2026-03-21 22:41:32,6,iowait,0.0
2026-03-21 22:41:32,6,irq,0.0
2026-03-21 22:41:32,6,nice,0.0
2026-03-21 22:41:32,6,softirq,0.0009999999999999194
2026-03-21 22:41:32,6,steal,0.0
2026-03-21 22:41:32,6,system,0.006666666666666287
2026-03-21 22:41:32,6,user,0.022666666666666894
2026-03-21 22:41:32,7,iowait,0.0006666666666666524
2026-03-21 22:41:32,7,irq,0.0
2026-03-21 22:41:32,7,nice,0.0
2026-03-21 22:41:32,7,softirq,0.0003333333333333854
2026-03-21 22:41:32,7,steal,0.0
2026-03-21 22:41:32,7,system,0.004666666666667159
2026-03-21 22:41:32,7,user,0.016999999999999696
2026-03-21 22:42:32,0,iowait,0.00033336667000032625
2026-03-21 22:42:32,0,irq,0.0
2026-03-21 22:42:32,0,nice,0.0
2026-03-21 22:42:32,0,softirq,0.02400240024002491
2026-03-21 22:42:32,0,steal,0.0
2026-03-21 22:42:32,0,system,0.00500050005000519
2026-03-21 22:42:32,0,user,0.014668133480014592
2026-03-21 22:42:32,1,iowait,0.000333366670000267
2026-03-21 22:42:32,1,irq,0.0
2026-03-21 22:42:32,1,nice,0.0
2026-03-21 22:42:32,1,softirq,0.012001200120012455
2026-03-21 22:42:32,1,steal,0.0
2026-03-21 22:42:32,1,system,0.004667133380004212
2026-03-21 22:42:32,1,user,0.014001400140012636
2026-03-21 22:42:32,2,iowait,0.00033336667000038545
2026-03-21 22:42:32,2,irq,0.0
2026-03-21 22:42:32,2,nice,0.0
2026-03-21 22:42:32,2,softirq,0.00533386672000522
2026-03-21 22:42:32,2,steal,0.0
2026-03-21 22:42:32,2,system,0.00466713338000516
2026-03-21 22:42:32,2,user,0.014001400140014532
2026-03-21 22:42:32,3,iowait,0.00033336667000032625
2026-03-21 22:42:32,3,irq,0.0
2026-03-21 22:42:32,3,nice,0.0
2026-03-21 22:42:32,3,softirq,0.002000200020002076
2026-03-21 22:42:32,3,steal,0.0
2026-03-21 22:42:32,3,system,0.0043337667100041815
2026-03-21 22:42:32,3,user,0.015334866820014652
2026-03-21 22:42:32,4,iowait,0.0006667333400006525
2026-03-21 22:42:32,4,irq,0.0
2026-03-21 22:42:32,4,nice,0.0
2026-03-21 22:42:32,4,softirq,0.001333466680001305
2026-03-21 22:42:32,4,steal,0.0
2026-03-21 22:42:32,4,system,0.00533386672000522
2026-03-21 22:42:32,4,user,0.013668033470012607
2026-03-21 22:42:32,5,iowait,0.0006667333400006525
2026-03-21 22:42:32,5,irq,0.0
2026-03-21 22:42:32,5,nice,0.0
2026-03-21 22:42:32,5,softirq,0.0006667333400006525
2026-03-21 22:42:32,5,steal,0.0
2026-03-21 22:42:32,5,system,0.00466713338000516
2026-03-21 22:42:32,5,user,0.013668033470012607
2026-03-21 22:42:32,6,iowait,0.00033336667000032625
2026-03-21 22:42:32,6,irq,0.0
2026-03-21 22:42:32,6,nice,0.0
2026-03-21 22:42:32,6,softirq,0.0006667333400007709
2026-03-21 22:42:32,6,steal,0.0
2026-03-21 22:42:32,6,system,0.004000400040004152
2026-03-21 22:42:32,6,user,0.015334866820016547
2026-03-21 22:42:32,7,iowait,0.00033336667000032625
2026-03-21 22:42:32,7,irq,0.0
2026-03-21 22:42:32,7,nice,0.0
2026-03-21 22:42:32,7,softirq,0.00033336667000038545
2026-03-21 22:42:32,7,steal,0.0
2026-03-21 22:42:32,7,system,0.00533386672000522
2026-03-21 22:42:32,7,user,0.01600160016001471
2026-03-21 22:43:32,0,iowait,0.0003333000033329929
2026-03-21 22:43:32,0,irq,0.0
2026-03-21 22:43:32,0,nice,0.0
2026-03-21 22:43:32,0,softirq,0.025997400259973096
2026-03-21 22:43:32,0,steal,0.0
2026-03-21 22:43:32,0,system,0.003333000033329811
2026-03-21 22:43:32,0,user,0.01533180015331732
2026-03-21 22:43:32,1,iowait,0.0003333000033330521
2026-03-21 22:43:32,1,irq,0.0
2026-03-21 22:43:32,1,nice,0.0
2026-03-21 22:43:32,1,softirq,0.011332200113321167
2026-03-21 22:43:32,1,steal,0.0
2026-03-21 22:43:32,1,system,0.006999300069992319
2026-03-21 22:43:32,1,user,0.01433190014331923
2026-03-21 22:43:32,2,iowait,0.0003333000033329929
2026-03-21 22:43:32,2,irq,0.0
2026-03-21 22:43:32,2,nice,0.0
2026-03-21 22:43:32,2,softirq,0.004332900043328849
2026-03-21 22:43:32,2,steal,0.0
2026-03-21 22:43:32,2,system,0.004332900043328849
2026-03-21 22:43:32,2,user,0.018664800186648078
2026-03-21 22:43:32,3,iowait,0.0003333000033329929
2026-03-21 22:43:32,3,irq,0.0
2026-03-21 22:43:32,3,nice,0.0
2026-03-21 22:43:32,3,softirq,0.0023331000233312465
2026-03-21 22:43:32,3,steal,0.0
2026-03-21 22:43:32,3,system,0.004332900043328849
2026-03-21 22:43:32,3,user,0.015665100156650017
2026-03-21 22:43:32,4,iowait,0.0003333000033329929
2026-03-21 22:43:32,4,irq,0.0
2026-03-21 22:43:32,4,nice,0.0
2026-03-21 22:43:32,4,softirq,0.000999900009999038
2026-03-21 22:43:32,4,steal,0.0
2026-03-21 22:43:32,4,system,0.00499950004999519
2026-03-21 22:43:32,4,user,0.01733160017331729
2026-03-21 22:43:32,5,iowait,0.0003333000033330521
2026-03-21 22:43:32,5,irq,0.0
2026-03-21 22:43:32,5,nice,0.0
2026-03-21 22:43:32,5,softirq,0.000999900009999038
2026-03-21 22:43:32,5,steal,0.0
2026-03-21 22:43:32,5,system,0.005332800053328834
2026-03-21 22:43:32,5,user,0.013665300136651942
2026-03-21 22:43:32,6,iowait,0.0003333000033329929
2026-03-21 22:43:32,6,irq,0.0
2026-03-21 22:43:32,6,nice,0.0
2026-03-21 22:43:32,6,softirq,0.0006666000066659858
2026-03-21 22:43:32,6,steal,0.0
2026-03-21 22:43:32,6,system,0.00499950004999519
2026-03-21 22:43:32,6,user,0.01533180015331732
2026-03-21 22:43:32,7,iowait,0.0
2026-03-21 22:43:32,7,irq,0.0
2026-03-21 22:43:32,7,nice,0.0
2026-03-21 22:43:32,7,softirq,0.0003333000033329337
2026-03-21 22:43:32,7,steal,0.0
2026-03-21 22:43:32,7,system,0.004999500049994243
2026-03-21 22:43:32,7,user,0.015998400159982714
2026-03-21 22:44:32,0,iowait,0.0003333333333333854
2026-03-21 22:44:32,0,irq,0.0
2026-03-21 22:44:32,0,nice,0.0
2026-03-21 22:44:32,0,softirq,0.02599999999999909
2026-03-21 22:44:32,0,steal,0.0
2026-03-21 22:44:32,0,system,0.005666666666667197
2026-03-21 22:44:32,0,user,0.01566666666666568
2026-03-21 22:44:32,1,iowait,0.000333333333333267
2026-03-21 22:44:32,1,irq,0.0
2026-03-21 22:44:32,1,nice,0.0
