timestamp,cpu,mode,value
2026-03-21 22:41:32,0,iowait,0.003381
2026-03-21 22:42:32,4,nice,0.0
2026-03-21 22:43:32,4,softirq,0.008838
2026-03-21 22:44:32,4,steal,0.009406
2026-03-21 22:45:32,4,system,0.0
2026-03-21 22:46:32,4,user,0.003978
2026-03-21 22:47:32,5,iowait,0.006612
2026-03-21 22:48:32,5,irq,0.0
2026-03-21 22:49:32,5,nice,0.0
2026-03-21 22:50:32,5,softirq,0.0
2026-03-21 22:51:32,5,steal,0.008794
2026-03-21 22:52:32,5,system,0.014445
2026-03-21 22:53:32,6,iowait,0.00066
2026-03-21 22:54:32,6,irq,0.011272
2026-03-21 22:55:32,6,nice,0.004675
2026-03-21 22:56:32,6,softirq,0.0
2026-03-21 22:57:32,6,steal,0.003688
2026-03-21 22:58:32,6,system,0.0
2026-03-21 22:59:32,6,user,0.031451
2026-03-21 23:00:32,7,iowait,0.000167
2026-03-21 23:01:32,7,irq,0.0
2026-03-21 23:02:32,7,nice,0.0
2026-03-21 23:03:32,7,softirq,0.012559
2026-03-21 23:04:32,7,steal,0.0
2026-03-21 23:05:32,7,system,0.000383
2026-03-21 23:06:32,7,user,0.013479
2026-03-21 23:07:32,4,irq,0.005323
2026-03-21 23:08:32,4,iowait,0.003988
2026-03-21 23:09:32,5,user,0.024461
2026-03-21 23:10:32,3,system,0.009308
2026-03-21 23:11:32,3,user,0.03975
2026-03-21 23:12:32,0,nice,0.0
2026-03-21 23:13:32,0,softirq,0.019544
2026-03-21 23:14:32,0,steal,0.0
2026-03-21 23:15:32,0,system,0.011493
2026-03-21 23:16:32,0,user,0.03029
2026-03-21 23:17:32,1,iowait,0.0
2026-03-21 23:18:32,1,irq,0.0
2026-03-21 23:19:32,1,nice,0.0
2026-03-21 23:20:32,1,softirq,0.019506
2026-03-21 23:21:32,1,steal,0.007433
2026-03-21 23:22:32,1,system,0.010432
2026-03-21 23:23:32,1,user,0.012345
2026-03-21 23:24:32,0,irq,0.002322
2026-03-21 23:25:32,3,irq,0.001167
2026-03-21 23:26:32,2,irq,0.002187
2026-03-21 23:27:32,2,nice,0.008714
2026-03-21 23:28:32,2,softirq,0.007569
2026-03-21 23:29:32,2,steal,0.006789
2026-03-21 23:30:32,2,system,0.008009
2026-03-21 23:31:32,2,user,0.022558
2026-03-21 23:32:32,3,iowait,0.006646
2026-03-21 23:33:32,2,iowait,0.0
2026-03-21 23:34:32,3,nice,0.0
2026-03-21 23:35:32,3,softirq,0.0
2026-03-21 23:36:32,3,steal,0.0
2026-03-21 23:37:32,5,nice,0.0
2026-03-21 23:38:32,4,irq,0.014949
2026-03-21 23:39:32,5,steal,0.0
2026-03-21 23:40:32,5,softirq,0.01035
2026-03-21 23:41:32,5,irq,0.0
2026-03-21 23:42:32,4,nice,0.0
2026-03-21 23:43:32,4,user,0.015296
2026-03-21 23:44:32,4,system,0.011196
2026-03-21 23:45:32,4,steal,0.007112
2026-03-21 23:46:32,4,softirq,0.009267
2026-03-21 23:47:32,5,system,0.00118
2026-03-21 23:48:32,5,iowait,0.0
2026-03-21 23:49:32,6,iowait,0.008913
2026-03-21 23:50:32,6,user,0.013422
2026-03-21 23:51:32,6,nice,0.0
2026-03-21 23:52:32,6,softirq,0.0
2026-03-21 23:53:32,6,steal,0.0
2026-03-21 23:54:32,6,system,0.008972
2026-03-21 23:55:32,7,iowait,0.001758
2026-03-21 23:56:32,7,irq,0.006905
2026-03-21 23:57:32,7,nice,0.0
2026-03-21 23:58:32,7,softirq,0.001919
2026-03-21 23:59:32,7,steal,0.006256
2026-03-22 00:00:32,7,system,0.00224
2026-03-22 00:01:32,7,user,0.020569
2026-03-22 00:02:32,6,irq,0.0
2026-03-22 00:03:32,4,iowait,0.0
2026-03-22 00:04:32,5,user,0.009851
2026-03-22 00:05:32,3,system,0.0
2026-03-22 00:06:32,0,irq,0.00487
2026-03-22 00:07:32,0,nice,0.0
2026-03-22 00:08:32,0,softirq,0.024127
2026-03-22 00:09:32,0,steal,0.004807
2026-03-22 00:10:32,0,system,0.009466
2026-03-22 00:11:32,0,user,0.021322
2026-03-22 00:12:32,1,iowait,0.0
2026-03-22 00:13:32,1,irq,0.0
2026-03-22 00:14:32,1,nice,0.0
2026-03-22 00:15:32,1,softirq,0.0
2026-03-22 00:16:32,1,steal,0.61246
2026-03-22 00:17:32,1,system,0.0
2026-03-22 00:18:32,1,user,0.004029
2026-03-22 00:19:32,0,iowait,0.004331
2026-03-22 00:20:32,2,iowait,0.0
2026-03-22 00:21:32,3,steal,0.0
2026-03-22 00:22:32,3,softirq,0.014992
2026-03-22 00:23:32,3,nice,0.0
2026-03-22 00:24:32,3,irq,0.007375
2026-03-22 00:25:32,3,iowait,0.0
2026-03-22 00:26:32,3,user,0.01328
2026-03-22 00:27:32,2,system,0.0
2026-03-22 00:28:32,2,steal,0.0
2026-03-22 00:29:32,2,softirq,0.013737
2026-03-22 00:30:32,2,nice,0.0
2026-03-22 00:31:32,2,irq,0.004344
2026-03-22 00:32:32,2,user,0.016379
2026-03-22 00:33:32,5,steal,0.0
2026-03-22 00:34:32,5,softirq,0.0
2026-03-22 00:35:32,5,nice,0.000721
2026-03-22 00:36:32,5,irq,0.0
2026-03-22 00:37:32,5,iowait,0.00266
2026-03-22 00:38:32,4,system,0.005218
2026-03-22 00:39:32,5,system,0.021351
2026-03-22 00:40:32,4,steal,0.0
2026-03-22 00:41:32,4,softirq,0.0
2026-03-22 00:42:32,4,nice,0.001793
2026-03-22 00:43:32,4,irq,0.0022
2026-03-22 00:44:32,4,user,0.030923
2026-03-22 00:45:32,5,user,0.022016
2026-03-22 00:46:32,6,nice,0.003569
2026-03-22 00:47:32,6,irq,0.014633
2026-03-22 00:48:32,6,softirq,0.0
2026-03-22 00:49:32,6,steal,0.0
2026-03-22 00:50:32,7,user,0.006733
2026-03-22 00:51:32,6,user,0.011434
2026-03-22 00:52:32,7,iowait,0.0
2026-03-22 00:53:32,7,irq,0.006352
2026-03-22 00:54:32,7,nice,0.0
2026-03-22 00:55:32,7,softirq,0.0
2026-03-22 00:56:32,7,steal,0.0
2026-03-22 00:57:32,7,system,0.008135
2026-03-22 00:58:32,4,iowait,0.008715
2026-03-22 00:59:32,6,iowait,0.020301
2026-03-22 01:00:32,6,system,0.034138
2026-03-22 01:01:32,3,user,0.019809
2026-03-22 01:02:32,3,steal,0.0
2026-03-22 01:03:32,3,system,0.0
2026-03-22 01:04:32,0,iowait,0.00301
2026-03-22 01:05:32,0,irq,0.0
2026-03-22 01:06:32,0,nice,0.0
2026-03-22 01:07:32,0,softirq,0.019876
2026-03-22 01:08:32,0,steal,0.0
2026-03-22 01:09:32,0,system,0.013993
2026-03-22 01:10:32,1,iowait,0.001904
2026-03-22 01:11:32,1,irq,0.0
2026-03-22 01:12:32,1,nice,0.0
2026-03-22 01:13:32,1,softirq,0.0
2026-03-22 01:14:32,1,steal,0.0
2026-03-22 01:15:32,0,user,0.014794
2026-03-22 01:16:32,1,user,0.032011
2026-03-22 01:17:32,3,softirq,0.003636
2026-03-22 01:18:32,1,system,0.016827
2026-03-22 01:19:32,3,nice,0.0
2026-03-22 01:20:32,3,irq,0.0
2026-03-22 01:21:32,3,iowait,0.0
2026-03-22 01:22:32,2,system,0.0
2026-03-22 01:23:32,2,user,0.039949
2026-03-22 01:24:32,2,softirq,0.0
2026-03-22 01:25:32,2,nice,0.008385
2026-03-22 01:26:32,2,irq,0.0
2026-03-22 01:27:32,2,iowait,0.009649
2026-03-22 01:28:32,2,steal,0.00385
2026-03-22 01:29:32,5,nice,0.0
2026-03-22 01:30:32,5,system,0.004592
2026-03-22 01:31:32,5,steal,0.0
2026-03-22 01:32:32,5,softirq,0.005794
2026-03-22 01:33:32,5,irq,0.0
2026-03-22 01:34:32,4,nice,0.0
2026-03-22 01:35:32,4,user,0.004887
2026-03-22 01:36:32,4,system,0.007393
2026-03-22 01:37:32,4,steal,0.015791
2026-03-22 01:38:32,4,softirq,0.003267
2026-03-22 01:39:32,5,user,0.01548
2026-03-22 01:40:32,5,iowait,0.003192
2026-03-22 01:41:32,6,iowait,0.013393
2026-03-22 01:42:32,7,user,0.017527
2026-03-22 01:43:32,6,nice,0.0
2026-03-22 01:44:32,6,softirq,0.01173
2026-03-22 01:45:32,6,steal,0.004288
2026-03-22 01:46:32,6,system,0.020691
2026-03-22 01:47:32,6,user,0.018499
2026-03-22 01:48:32,7,iowait,0.0
2026-03-22 01:49:32,7,irq,0.0
2026-03-22 01:50:32,7,nice,0.016509
2026-03-22 01:51:32,7,softirq,0.017903
2026-03-22 01:52:32,7,steal,0.0
2026-03-22 01:53:32,7,system,0.001501
2026-03-22 01:54:32,4,irq,0.014614
2026-03-22 01:55:32,6,irq,0.0
2026-03-22 01:56:32,4,iowait,0.0
2026-03-22 01:57:32,3,user,0.025767
2026-03-22 01:58:32,3,system,0.004054
2026-03-22 01:59:32,0,irq,0.0
2026-03-22 02:00:32,0,nice,0.0
2026-03-22 02:01:32,0,softirq,0.029376
2026-03-22 02:02:32,0,steal,0.014075
2026-03-22 02:03:32,0,system,0.006573
2026-03-22 02:04:32,0,user,0.022106
2026-03-22 02:05:32,1,iowait,0.0
2026-03-22 02:06:32,1,irq,0.0
2026-03-22 02:07:32,1,nice,0.0
2026-03-22 02:08:32,1,softirq,0.001145
2026-03-22 02:09:32,1,steal,0.0
2026-03-22 02:10:32,1,system,0.001659
2026-03-22 02:11:32,0,iowait,0.009492
2026-03-22 02:12:32,2,iowait,0.0
2026-03-22 02:13:32,3,steal,0.000306
2026-03-22 02:14:32,3,softirq,0.0
2026-03-22 02:15:32,3,nice,0.0
2026-03-22 02:16:32,1,user,0.023028
2026-03-22 02:17:32,3,iowait,0.005714
2026-03-22 02:18:32,3,irq,0.013374
2026-03-22 02:19:32,2,system,0.003455
2026-03-22 02:20:32,2,steal,0.0
2026-03-22 02:21:32,2,softirq,0.002761
2026-03-22 02:22:32,2,nice,0.002425
2026-03-22 02:23:32,2,irq,0.001766
2026-03-22 02:24:32,2,user,0.004489
2026-03-22 02:25:32,5,system,0.005238
2026-03-22 02:26:32,5,steal,0.002282
2026-03-22 02:27:32,5,softirq,0.026175
2026-03-22 02:28:32,5,nice,0.018768
2026-03-22 02:29:32,4,softirq,0.0
2026-03-22 02:30:32,5,iowait,0.0
